time, Quad.Est.E.Pos, Quad.Est.S.Z
3.369938,0.062254,0.357903
3.374938,0.061944,0.358077
3.379937,0.061745,0.358194
3.384937,0.061425,0.358370
3.389937,0.061202,0.358488
3.394936,0.060867,0.358666
3.399936,0.060640,0.358785
3.404936,0.079326,0.357681
3.409935,0.079509,0.357790
3.414935,0.079758,0.357956
3.419935,0.079912,0.358066
3.424934,0.080154,0.358233
3.429934,0.080323,0.358345
3.434933,0.080572,0.358513
3.439933,0.080741,0.358625
3.444933,0.081033,0.358795
3.449932,0.081237,0.358908
3.454932,0.081534,0.359079
3.459932,0.081729,0.359194
3.464931,0.082038,0.359366
3.469931,0.082233,0.359482
3.474931,0.082546,0.359656
3.479930,0.082789,0.359772
3.484930,0.083125,0.359948
3.489929,0.083351,0.360065
3.494929,0.083679,0.360242
3.499929,0.083882,0.360360
3.504928,0.087229,0.359260
3.509928,0.087704,0.359369
3.514928,0.088365,0.359534
3.519927,0.088805,0.359644
3.524927,0.089447,0.359810
3.529927,0.089868,0.359921
3.534926,0.090515,0.360089
3.539926,0.090946,0.360201
3.544925,0.091557,0.360370
3.549925,0.091966,0.360483
3.554925,0.092570,0.360653
3.559924,0.092960,0.360767
3.564924,0.093538,0.360939
3.569924,0.093906,0.361054
3.574923,0.094458,0.361227
3.579923,0.094778,0.361343
3.584923,0.095289,0.361518
3.589922,0.095588,0.361635
3.594922,0.096083,0.361811
3.599921,0.096430,0.361929
3.604921,0.115593,0.360832
3.609921,0.115503,0.360941
3.614920,0.115443,0.361105
3.619920,0.115446,0.361215
3.624920,0.115415,0.361380
3.629919,0.115398,0.361491
3.634919,0.115303,0.361657
3.639919,0.115249,0.361769
3.644918,0.115179,0.361937
3.649918,0.115158,0.362050
3.654917,0.115106,0.362219
3.659917,0.115103,0.362333
3.664917,0.115078,0.362504
3.669916,0.115010,0.362618
3.674916,0.114983,0.362791
3.679916,0.114883,0.362906
3.684915,0.114826,0.363080
3.689915,0.114826,0.363197
3.694915,0.114775,0.363372
3.699914,0.114756,0.363490
3.704914,0.084272,0.362397
3.709913,0.084025,0.362505
3.714913,0.083540,0.362669
3.719913,0.083120,0.362778
3.724912,0.082615,0.362943
3.729912,0.082263,0.363053
3.734912,0.081727,0.363219
3.739911,0.081350,0.363330
3.744911,0.080778,0.363497
3.749911,0.080361,0.363609
3.754910,0.079758,0.363778
3.759910,0.079319,0.363891
3.764910,0.078662,0.364062
3.769909,0.078349,0.364176
3.774909,0.077710,0.364348
3.779908,0.077505,0.364463
3.784908,0.076884,0.364636
3.789908,0.076446,0.364752
3.794907,0.075794,0.364927
3.799907,0.075424,0.365044
3.804907,0.090376,0.363955
3.809906,0.090030,0.364063
3.814906,0.089576,0.364225
3.819906,0.089238,0.364334
3.824905,0.088772,0.364498
3.829905,0.088392,0.364608
3.834904,0.087922,0.364773
3.839904,0.087595,0.364884
3.844904,0.087105,0.365050
3.849903,0.086764,0.365162
3.854903,0.086235,0.365330
3.859903,0.085888,0.365443
3.864902,0.085341,0.365613
3.869902,0.084896,0.365726
3.874902,0.084304,0.365897
3.879901,0.084032,0.366012
3.884901,0.083443,0.366184
3.889900,0.082854,0.366300
3.894900,0.082199,0.366474
3.899900,0.081904,0.366590
3.904899,0.088192,0.365505
3.909899,0.088022,0.365613
3.914899,0.087761,0.365775
3.919898,0.087568,0.365883
3.924898,0.087270,0.366046
3.929898,0.087063,0.366156
3.934897,0.086725,0.366320
3.939897,0.086480,0.366430
3.944896,0.086108,0.366597
3.949896,0.085863,0.366708
3.954896,0.085485,0.366875
3.959895,0.085297,0.366987
3.964895,0.084937,0.367156
3.969895,0.084676,0.367269
3.974894,0.084301,0.367440
3.979894,0.084139,0.367554
3.984894,0.083749,0.367726
3.989893,0.083536,0.367841
3.994893,0.083131,0.368014
3.999892,0.082938,0.368130
4.004892,0.080255,0.367049
4.009892,0.079962,0.367156
4.014892,0.079380,0.367317
4.019891,0.078940,0.367425
4.024891,0.078334,0.367588
4.029891,0.077918,0.367697
4.034890,0.077274,0.367861
4.039890,0.076822,0.367970
4.044889,0.076136,0.368136
4.049889,0.075665,0.368247
4.054889,0.074947,0.368413
4.059888,0.074452,0.368525
4.064888,0.073691,0.368693
4.069888,0.073188,0.368806
4.074887,0.072402,0.368976
4.079887,0.071864,0.369089
4.084887,0.071054,0.369260
4.089886,0.070424,0.369375
4.094886,0.069552,0.369548
4.099885,0.068928,0.369663
4.104885,0.095619,0.368586
4.109885,0.095572,0.368692
4.114884,0.095490,0.368853
4.119884,0.095430,0.368960
4.124884,0.095331,0.369122
4.129883,0.095256,0.369231
4.134883,0.095125,0.369394
4.139883,0.095036,0.369503
4.144882,0.094884,0.369668
4.149882,0.094771,0.369778
4.154881,0.094607,0.369945
4.159881,0.094493,0.370056
4.164881,0.094322,0.370223
4.169880,0.094202,0.370336
4.174880,0.094009,0.370505
4.179880,0.093878,0.370618
4.184879,0.093679,0.370788
4.189879,0.093559,0.370902
4.194879,0.093381,0.371074
4.199878,0.093259,0.371189
4.204878,0.089469,0.370115
4.209877,0.089459,0.370222
4.214877,0.089417,0.370382
4.219877,0.089393,0.370489
4.224876,0.089323,0.370650
4.229876,0.089288,0.370758
4.234876,0.089193,0.370921
4.239875,0.089134,0.371030
4.244875,0.089031,0.371194
4.249875,0.088948,0.371303
4.254874,0.088831,0.371469
4.259874,0.088726,0.371580
4.264874,0.088564,0.371747
4.269873,0.088447,0.371858
4.274873,0.088269,0.372027
4.279872,0.088139,0.372139
4.284872,0.087944,0.372309
4.289872,0.087871,0.372423
4.294871,0.087651,0.372594
4.299871,0.087451,0.372709
4.304871,0.080788,0.371639
4.309870,0.080525,0.371744
4.314870,0.080108,0.371904
4.319870,0.079816,0.372010
4.324869,0.079410,0.372171
4.329869,0.079148,0.372278
4.334868,0.078726,0.372440
4.339868,0.078433,0.372549
4.344868,0.077995,0.372712
4.349867,0.077694,0.372822
4.354867,0.077253,0.372987
4.359867,0.076958,0.373097
4.364866,0.076495,0.373263
4.369866,0.076174,0.373374
4.374866,0.075682,0.373542
4.379865,0.075320,0.373654
4.384865,0.074768,0.373823
4.389864,0.074393,0.373937
4.394864,0.073842,0.374107
4.399864,0.073498,0.374221
4.404863,0.069770,0.373155
4.409863,0.069310,0.373260
4.414863,0.068565,0.373419
4.419862,0.068036,0.373525
4.424862,0.067265,0.373685
4.429862,0.066762,0.373792
4.434861,0.066018,0.373954
4.439861,0.065529,0.374062
4.444860,0.064759,0.374225
4.449860,0.064242,0.374334
4.454860,0.063435,0.374498
4.459859,0.062861,0.374608
4.464859,0.062032,0.374773
4.469859,0.061471,0.374884
4.474858,0.060627,0.375051
4.479858,0.060102,0.375163
4.484858,0.059264,0.375331
4.489857,0.058829,0.375444
4.494857,0.058023,0.375614
4.499856,0.057592,0.375728
4.504856,0.056615,0.374665
4.509856,0.056155,0.374770
4.514855,0.055469,0.374928
4.519855,0.055015,0.375034
4.524855,0.054353,0.375193
4.529854,0.053920,0.375300
4.534854,0.053282,0.375461
4.539854,0.052870,0.375568
4.544853,0.052265,0.375730
4.549853,0.051870,0.375839
4.554852,0.051295,0.376002
4.559852,0.050929,0.376112
4.564852,0.050380,0.376277
4.569851,0.050002,0.376387
4.574851,0.049472,0.376554
4.579851,0.049118,0.376665
4.584850,0.048618,0.376833
4.589850,0.048279,0.376945
4.594850,0.047820,0.377114
4.599849,0.047542,0.377228
4.604849,0.063460,0.376168
4.609848,0.063341,0.376273
4.614848,0.063190,0.376430
4.619848,0.063097,0.376536
